12.7184 	9.05676 	A 	16.88 	14.722 	B 	17.3621 	15.2589 	C 	
12.7901 	11.4413 	A 	15.3056 	16.4845 	B 	18.5212 	12.1479 	C 	
15.3565 	11.7355 	A 	15.3957 	21.182 	B 	21.1976 	11.2697 	C 	
12.8357 	10.2596 	A 	16.1802 	20.2322 	B 	16.5775 	13.4402 	C 	
14.2606 	11.1911 	A 	19.5849 	22.3473 	B 	24.3473 	12.5943 	C 	
14.7526 	6.89095 	A 	18.8673 	15.3973 	B 	21.3474 	12.5583 	C 	
16.865 	12.0369 	A 	15.4805 	11.2682 	B 	19.9587 	7.35778 	C 	
17.3126 	8.78693 	A 	17.7927 	19.6306 	B 	18.3259 	9.08421 	C 	
16.7238 	10.2067 	A 	11.9092 	18.7918 	B 	19.5809 	12.0832 	C 	
14.1326 	13.8612 	A 	20.0432 	18.5476 	B 	17.1447 	12.3548 	C 	
17.4367 	11.8679 	A 	15.7575 	17.8315 	B 	21.5569 	13.2601 	C 	
13.196 	7.15086 	A 	18.8865 	15.8635 	B 	22.225 	11.6951 	C 	
19.5247 	8.10032 	A 	19.5256 	18.1727 	B 	20.0924 	11.0139 	C 	
17.4771 	10.4533 	A 	14.1357 	18.0642 	B 	20.9354 	12.6101 	C 	
13.8593 	9.02082 	A 	18.0574 	15.151 	B 	21.1173 	11.0223 	C 	
16.2367 	8.04125 	A 	16.8304 	14.7269 	B 	23.7698 	12.7088 	C 	
17.7803 	9.00131 	A 	14.2496 	18.2941 	B 	21.1242 	10.8584 	C 	
13.0789 	8.47415 	A 	17.7168 	13.9333 	B 	20.3484 	12.4448 	C 	
12.8924 	10.263 	A 	19.2064 	12.1996 	B 	22.2818 	12.9065 	C 	
13.0635 	11.1513 	A 	15.3655 	19.8622 	B 	23.3579 	10.2546 	C 	
15.9111 	9.69673 	A 	21.0316 	10.2697 	B 	22.3816 	10.6127 	C 	
12.1933 	8.30987 	A 	17.519 	19.9665 	B 	16.5574 	12.901 	C 	
12.3334 	8.61349 	A 	17.7301 	16.134 	B 	24.4774 	7.21322 	C 	
16.3861 	7.18956 	A 	17.5705 	17.1008 	B 	22.5431 	7.79157 	C 	
17.7999 	9.28981 	A 	17.1874 	14.664 	B 	13.7685 	11.2525 	C 	
14.0302 	9.86759 	A 	17.7937 	22.7803 	B 	20.3876 	15.516 	C 	
19.1712 	10.4585 	A 	16.6749 	15.7906 	B 	17.7307 	9.05247 	C 	
15.7421 	11.6148 	A 	15.3687 	24.946 	B 	22.147 	14.638 	C 	
16.0659 	13.5453 	A 	17.14 	15.3257 	B 	17.562 	13.0097 	C 	
17.5989 	8.70463 	A 	17.2336 	20.143 	B 	22.619 	10.8221 	C 	
14.1229 	7.7122 	A 	23.0697 	14.2015 	B 	16.1097 	9.38035 	C 	
14.8541 	7.52288 	A 	16.5607 	15.0312 	B 	14.4802 	9.38319 	C 	
17.8208 	11.0603 	A 	14.6134 	23.7583 	B 	21.6295 	11.5102 	C 	
15.8337 	9.97678 	A 	12.9444 	13.331 	B 	20.7284 	13.7704 	C 	
12.5837 	12.3923 	A 	18.0175 	11.9527 	B 	20.8665 	14.4619 	C 	
12.4968 	7.2821 	A 	20.7273 	15.7954 	B 	19.9599 	12.0834 	C 	
16.2327 	7.81192 	A 	15.8216 	15.6748 	B 	20.2492 	9.45382 	C 	
12.6134 	8.69807 	A 	16.2929 	16.3497 	B 	18.221 	12.0695 	C 	
13.0934 	9.4653 	A 	19.0003 	12.1957 	B 	17.8951 	13.8596 	C 	
15.3427 	8.52894 	A 	18.8414 	11.6358 	B 	16.105 	11.6312 	C 	
16.0518 	12.6071 	A 	19.762 	17.4093 	B 	23.393 	10.5006 	C 	
12.7584 	6.16693 	A 	19.5833 	13.2433 	B 	21.2823 	13.4389 	C 	
9.25823 	12.5585 	A 	19.2078 	24.6112 	B 	21.9401 	11.2286 	C 	
15.0339 	12.1971 	A 	22.4749 	15.3003 	B 	19.8208 	12.5066 	C 	
14.131 	11.178 	A 	15.2862 	21.0099 	B 	20.406 	14.4324 	C 	
14.9135 	9.77647 	A 	18.2971 	13.2087 	B 	22.1178 	11.2908 	C 	
13.7748 	8.60948 	A 	20.4969 	22.1486 	B 	16.0901 	12.1415 	C 	
17.6327 	13.2516 	A 	18.7092 	18.0058 	B 	21.4011 	12.7335 	C 	
13.2866 	8.05266 	A 	17.9583 	18.0131 	B 	19.0781 	8.33785 	C 	
15.6399 	14.6878 	A 	19.1256 	20.0803 	B 	23.4755 	9.01325 	C 	
13.7591 	10.1662 	A 	19.3875 	16.8944 	B 	19.4586 	15.1815 	C 	
16.16 	11.5843 	A 	21.0645 	16.966 	B 	19.8545 	12.5822 	C 	
13.6736 	9.93026 	A 	18.8242 	17.4617 	B 	19.0336 	8.18631 	C 	
16.4892 	12.5336 	A 	17.9396 	14.7258 	B 	23.9868 	10.8764 	C 	
15.6346 	10.5109 	A 	11.734 	19.9134 	B 	19.4423 	12.09 	C 	
15.3901 	10.1188 	A 	14.3947 	18.6744 	B 	19.6558 	14.1327 	C 	
16.5115 	9.68846 	A 	17.2181 	13.6509 	B 	21.4033 	13.2198 	C 	
16.6935 	10.4146 	A 	18.0597 	17.7155 	B 	19.6743 	14.8813 	C 	
13.421 	12.9949 	A 	15.1774 	14.7294 	B 	19.8532 	14.1234 	C 	
16.4122 	8.07464 	A 	14.7658 	17.2567 	B 	21.4235 	10.4077 	C 	
16.3737 	7.25099 	A 	16.2678 	12.0445 	B 	19.4442 	16.8197 	C 	
16.4158 	14.0711 	A 	11.3603 	17.3803 	B 	23.832 	9.27528 	C 	
18.5897 	10.4289 	A 	15.4865 	17.5021 	B 	20.242 	15.1676 	C 	
16.1077 	9.07328 	A 	19.4115 	15.9169 	B 	21.8464 	12.6857 	C 	
14.2316 	6.77233 	A 	15.2027 	19.2446 	B 	18.0145 	11.5142 	C 	
17.1341 	8.05044 	A 	16.5732 	17.9888 	B 	19.7818 	8.47379 	C 	
12.1582 	15.7838 	A 	17.0527 	19.5765 	B 	25.7768 	8.48522 	C 	
20.2197 	6.42045 	A 	18.3168 	14.5318 	B 	18.7184 	9.61748 	C 	
11.5107 	11.0834 	A 	15.4438 	13.1005 	B 	18.9609 	15.6212 	C 	
16.3473 	10.1801 	A 	16.2597 	17.6796 	B 	20.6899 	12.2406 	C 	
15.9834 	11.5778 	A 	19.4153 	16.1727 	B 	20.177 	16.885 	C 	
16.2428 	10.1537 	A 	17.8878 	21.003 	B 	19.4088 	12.7486 	C 	
14.3457 	9.00735 	A 	20.2284 	12.569 	B 	21.7273 	6.83402 	C 	
16.6388 	10.2701 	A 	23.1139 	17.6842 	B 	23.1391 	11.6031 	C 	
16.0188 	10.0911 	A 	17.2243 	18.1154 	B 	19.6677 	10.2255 	C 	
13.2768 	8.80256 	A 	19.2607 	20.3813 	B 	16.981 	12.2312 	C 	
16.117 	14.2481 	A 	20.0262 	14.7708 	B 	23.466 	12.4834 	C 	
15.9682 	8.67714 	A 	22.9415 	9.00463 	B 	22.7828 	12.3934 	C 	
13.2112 	8.68853 	A 	22.0569 	16.985 	B 	20.3169 	12.874 	C 	
16.3727 	8.13103 	A 	20.1815 	22.9846 	B 	19.0168 	9.58721 	C 	
15.7546 	10.9772 	A 	14.2195 	17.7303 	B 	19.4005 	7.58909 	C 	
19.2034 	7.91747 	A 	16.7619 	18.69 	B 	25.5174 	15.0919 	C 	
15.1474 	15.136 	A 	16.1202 	13.2106 	B 	17.8405 	13.0025 	C 	
14.1509 	11.1167 	A 	20.6214 	14.9649 	B 	19.9579 	11.9745 	C 	
15.6332 	6.65246 	A 	19.5855 	16.2532 	B 	22.5048 	16.121 	C 	
14.011 	11.8247 	A 	23.9445 	13.9575 	B 	20.2238 	12.7026 	C 	
18.9254 	13.8919 	A 	16.2349 	15.0057 	B 	18.66 	15.8258 	C 	
18.3141 	9.64334 	A 	13.656 	17.0526 	B 	25.2887 	11.8043 	C 	
15.5871 	10.0462 	A 	15.0626 	21.7997 	B 	13.4122 	16.2773 	C 	
12.5588 	6.6593 	A 	17.1758 	13.0557 	B 	16.5693 	9.37009 	C 	
16.3524 	7.29807 	A 	14.4822 	16.8189 	B 	14.5321 	10.7069 	C 	
13.9325 	10.2074 	A 	19.768 	19.9882 	B 	22.5641 	10.4354 	C 	
14.46 	11.277 	A 	18.1039 	22.2879 	B 	19.3553 	9.73362 	C 	
16.1539 	8.33342 	A 	20.3923 	11.4933 	B 	22.8024 	14.5944 	C 	
15.1668 	9.38224 	A 	22.7143 	17.2258 	B 	13.9015 	13.9464 	C 	
11.3793 	10.2157 	A 	13.846 	13.9516 	B 	23.6112 	13.2874 	C 	
11.7919 	10.4426 	A 	18.9528 	16.4589 	B 	18.6789 	14.3648 	C 	
14.9424 	10.461 	A 	18.1781 	17.4257 	B 	26.0871 	12.7129 	C 	
18.0778 	15.3509 	A 	16.8428 	13.6134 	B 	16.5221 	16.0559 	C 	
13.2237 	5.49616 	A 	20.2818 	17.3355 	B 	22.0421 	10.9144 	C 	
17.2629 	10.8009 	A 	13.19 	20.5934 	B 	17.2074 	11.5771 	C 	
16.5905 	8.8378 	A 	21.2041 	15.4465 	B 	20.7753 	11.3245 	C 	
14.603 	6.59224 	A 	22.5475 	15.1747 	B 	24.0392 	11.7119 	C 	
15.4289 	9.33589 	A 	17.4032 	14.5408 	B 	20.5947 	11.4053 	C 	
13.9135 	7.70662 	A 	15.5451 	17.5797 	B 	21.2006 	13.7223 	C 	
15.0437 	9.66432 	A 	17.2759 	20.2399 	B 	20.6687 	10.9085 	C 	
13.2593 	12.4491 	A 	18.8909 	16.3126 	B 	23.8718 	9.77175 	C 	
15.9176 	4.22366 	A 	17.5664 	17.4484 	B 	20.415 	11.8917 	C 	
18.0031 	9.44253 	A 	16.2615 	16.9363 	B 	20.8136 	10.7701 	C 	
16.2788 	8.96604 	A 	22.8883 	18.7125 	B 	23.674 	11.6843 	C 	
15.9289 	9.81768 	A 	22.3555 	14.5516 	B 	21.3025 	11.8569 	C 	
15.4517 	9.4605 	A 	13.3883 	16.5194 	B 	23.2585 	9.86017 	C 	
15.8523 	13.3697 	A 	17.5643 	15.0271 	B 	14.4584 	8.8431 	C 	
15.8499 	11.4016 	A 	18.8128 	15.1331 	B 	19.9904 	13.7749 	C 	
16.4876 	14.8114 	A 	17.3902 	16.779 	B 	23.4918 	16.6173 	C 	
12.3292 	12.3487 	A 	18.1101 	15.0248 	B 	24.2841 	12.5482 	C 	
18.4997 	7.38002 	A 	22.4014 	15.6487 	B 	24.4094 	8.78842 	C 	
14.6202 	5.88829 	A 	19.7774 	12.6979 	B 	18.5826 	13.3976 	C 	
14.764 	9.73013 	A 	15.3746 	13.2119 	B 	19.1788 	9.32016 	C 	
16.2517 	12.3036 	A 	14.6191 	21.3582 	B 	15.0816 	11.8802 	C 	
15.4585 	9.95113 	A 	20.6372 	18.9486 	B 	19.1695 	16.7161 	C 	
18.0706 	11.684 	A 	17.8494 	8.06276 	B 	20.7289 	9.24532 	C 	
15.4935 	12.3842 	A 	16.5924 	15.8858 	B 	23.5009 	9.89171 	C 	
15.5506 	9.6124 	A 	21.9971 	18.5632 	B 	18.1658 	7.51521 	C 	
14.9872 	12.293 	A 	19.6229 	16.9548 	B 	19.2842 	14.8801 	C 	
15.1028 	9.63172 	A 	15.3057 	16.2174 	B 	26.0274 	10.4682 	C 	
15.8145 	10.3065 	A 	12.4481 	14.7922 	B 	16.2977 	9.27456 	C 	
18.1038 	9.575 	A 	17.6286 	17.3109 	B 	18.0369 	15.3006 	C 	
9.59006 	10.4678 	A 	20.3556 	17.697 	B 	14.456 	13.1878 	C 	
16.5813 	7.05182 	A 	18.1896 	12.3243 	B 	20.5873 	13.5361 	C 	
16.2524 	10.8303 	A 	19.197 	17.0461 	B 	23.4974 	14.1074 	C 	
15.4384 	10.0674 	A 	15.6253 	18.4507 	B 	21.7112 	10.5937 	C 	
15.1176 	6.82607 	A 	15.9754 	17.7419 	B 	16.6824 	12.3974 	C 	
14.2446 	8.22045 	A 	19.1099 	15.454 	B 	19.2683 	8.15358 	C 	
18.2737 	16.2358 	A 	22.8143 	19.0436 	B 	17.1428 	12.3606 	C 	
17.3693 	13.3259 	A 	20.1422 	19.2703 	B 	19.8876 	14.5277 	C 	
12.8422 	7.65979 	A 	19.1496 	15.1768 	B 	18.5418 	13.1381 	C 	
17.1562 	6.34047 	A 	14.5053 	14.2511 	B 	18.6097 	14.7151 	C 	
17.8579 	11.3838 	A 	18.5287 	17.5434 	B 	19.0193 	15.5608 	C 	
12.7171 	11.0622 	A 	16.356 	17.0525 	B 	24.3987 	9.23319 	C 	
16.5175 	11.5193 	A 	22.7535 	13.0775 	B 	20.4721 	17.9714 	C 	
16.3722 	9.47007 	A 	13.9577 	19.4193 	B 	19.6388 	13.6489 	C 	
16.3972 	6.52825 	A 	19.7912 	20.3128 	B 	19.4069 	15.2283 	C 	
16.4798 	12.0125 	A 	20.8113 	17.1748 	B 	24.2732 	13.0166 	C 	
14.1573 	8.24511 	A 	16.8137 	17.5846 	B 	20.0582 	8.63768 	C 	
18.6797 	13.3625 	A 	15.2043 	14 	B 	23.3095 	13.4318 	C 	
13.7372 	10.8999 	A 	13.1518 	17.7606 	B 	19.2356 	11.4772 	C 	
13.8575 	14.2539 	A 	16.5742 	14.7766 	B 	23.5018 	8.27121 	C 	
15.3785 	8.45999 	A 	17.1433 	12.6972 	B 	21.9366 	11.7442 	C 	
16.3322 	5.34793 	A 	20.5848 	18.7511 	B 	22.3777 	13.0249 	C 	
17.0526 	7.05263 	A 	17.8322 	16.7881 	B 	18.4962 	11.5716 	C 	
15.7859 	4.94662 	A 	18.5944 	19.7161 	B 	17.1354 	11.1073 	C 	
16.5898 	9.4507 	A 	16.6773 	15.0328 	B 	20.9739 	8.51253 	C 	
14.4061 	10.7277 	A 	17.9649 	19.9681 	B 	21.165 	12.7616 	C 	
12.5738 	10.7183 	A 	15.771 	18.6279 	B 	20.1809 	13.1802 	C 	
14.7348 	12.5562 	A 	19.1631 	20.5442 	B 	21.3928 	9.2983 	C 	
18.4737 	13.8917 	A 	20.3769 	19.8 	B 	18.0045 	13.2656 	C 	
16.8472 	12.087 	A 	18.3215 	22.5606 	B 	13.8003 	9.78147 	C 	
16.1986 	13.6325 	A 	18.3275 	18.9099 	B 	20.914 	14.0219 	C 	
12.0502 	7.62606 	A 	19.0064 	19.8947 	B 	20.2798 	7.47334 	C 	
14.339 	9.75935 	A 	18.1319 	15.4921 	B 	20.9647 	10.1247 	C 	
13.692 	7.10273 	A 	19.2011 	17.6694 	B 	20.0665 	9.0325 	C 	
14.4824 	12.6264 	A 	20.3651 	14.9696 	B 	18.7187 	12.9502 	C 	
15.7322 	8.31702 	A 	17.0068 	16.9994 	B 	15.9629 	13.8767 	C 	
13.0133 	11.8118 	A 	19.6811 	22.7125 	B 	22.5092 	13.0603 	C 	
17.8916 	9.82526 	A 	16.7253 	15.6338 	B 	17.0527 	12.1809 	C 	
13.9047 	11.8209 	A 	20.0827 	17.2779 	B 	18.7976 	12.5364 	C 	
15.5673 	9.91223 	A 	20.4886 	15.277 	B 	18.1211 	7.61342 	C 	
14.2063 	10.705 	A 	15.3705 	15.2667 	B 	17.5925 	12.8353 	C 	
13.9429 	11.3336 	A 	15.2535 	16.9019 	B 	17.6092 	9.73736 	C 	
15.6212 	8.84165 	A 	15.4739 	20.0403 	B 	19.4703 	13.6531 	C 	
15.2823 	10.5541 	A 	18.9783 	11.7739 	B 	21.9705 	15.4679 	C 	
12.4538 	10.5182 	A 	19.5048 	17.2506 	B 	13.8132 	10.5777 	C 	
11.8427 	7.56902 	A 	19.6589 	15.6923 	B 	19.449 	11.7712 	C 	
14.7136 	9.52206 	A 	16.8785 	17.3906 	B 	17.5755 	14.2939 	C 	
15.2684 	9.57533 	A 	18.1253 	16.0824 	B 	20.9168 	11.5606 	C 	
16.3407 	12.4496 	A 	17.2994 	14.7835 	B 	19.6895 	12.5142 	C 	
17.0815 	10.6903 	A 	16.4659 	17.5188 	B 	17.9109 	9.9337 	C 	
13.8494 	8.59005 	A 	21.9298 	13.0178 	B 	21.6155 	16.4589 	C 	
13.6641 	9.9915 	A 	16.5163 	11.6792 	B 	22.112 	10.0409 	C 	
13.3371 	7.81882 	A 	18.124 	14.8493 	B 	17.4976 	14.7627 	C 	
17.0901 	8.09129 	A 	12.8883 	16.8235 	B 	17.5843 	12.4972 	C 	
15.6595 	5.76569 	A 	14.8351 	7.92256 	B 	21.734 	13.6196 	C 	
14.6907 	9.17188 	A 	21.2008 	16.6131 	B 	20.3765 	12.7556 	C 	
13.4619 	9.65662 	A 	10.6557 	14.8707 	B 	21.4281 	12.2186 	C 	
15.603 	9.45082 	A 	18.6045 	13.5731 	B 	20.3814 	10.6667 	C 	
14.8647 	10.3743 	A 	17.9442 	18.4118 	B 	22.2334 	15.083 	C 	
12.7605 	12.644 	A 	16.1689 	13.7714 	B 	17.9153 	8.13674 	C 	
14.6703 	8.58716 	A 	14.0227 	20.9551 	B 	20.5476 	10.613 	C 	
17.2669 	9.03651 	A 	17.2288 	16.897 	B 	23.0235 	14.6617 	C 	
16.8447 	8.7601 	A 	15.6296 	19.7199 	B 	23.0878 	8.27556 	C 	
14.8098 	10.1703 	A 	16.6541 	18.1879 	B 	22.5587 	12.9509 	C 	
15.4629 	9.46162 	A 	20.2063 	21.3688 	B 	19.5077 	11.2725 	C 	
14.2012 	9.48665 	A 	16.9001 	18.7698 	B 	18.4606 	16.8376 	C 	
14.8169 	8.97598 	A 	22.4103 	14.4536 	B 	17.0512 	11.2989 	C 	
19.1085 	8.4939 	A 	18.1331 	19.7175 	B 	17.8385 	11.3441 	C 	
16.4677 	9.44368 	A 	22.7006 	10.3246 	B 	18.1745 	10.0941 	C 	
16.0468 	7.86369 	A 	19.166 	16.8138 	B 	24.0802 	13.104 	C 	
17.619 	9.55656 	A 	18.5457 	14.7355 	B 	21.5477 	10.8533 	C 	
14.0454 	8.96024 	A 	14.9065 	15.7958 	B 	17.3348 	14.9235 	C 	
15.2726 	13.4852 	A 	18.3834 	22.3146 	B 	20.4965 	9.63858 	C 	
15.5122 	9.58817 	A 	20.0836 	16.844 	B 	22.6735 	9.11262 	C 	
12.8572 	10.4682 	A 	19.6873 	15.0678 	B 	22.4976 	14.373 	C 	
19.073 	7.59753 	A 	17.9067 	17.7558 	B 	18.8141 	11.8195 	C 	
15.4366 	10.2468 	A 	14.8381 	13.6926 	B 	20.5762 	8.48209 	C 	
15.5902 	8.52536 	A 	9.95011 	13.4489 	B 	20.4014 	11.6199 	C 	
14.1203 	10.3864 	A 	21.0725 	14.3865 	B 	22.0852 	10.1128 	C 	
15.516 	8.55183 	A 	15.5304 	16.8443 	B 	18.9018 	10.4051 	C 	
13.5205 	8.68668 	A 	17.4405 	17.0753 	B 	18.2621 	9.71555 	C 	
13.5523 	13.442 	A 	20.4063 	15.7886 	B 	21.8489 	16.377 	C 	
14.6542 	8.59491 	A 	20.7597 	13.3307 	B 	19.7921 	10.3815 	C 	
11.617 	8.6808 	A 	14.2533 	15.5585 	B 	20.2612 	11.4077 	C 	
12.7067 	6.64405 	A 	15.8763 	15.5169 	B 	20.7853 	15.086 	C 	
14.2223 	12.5976 	A 	20.362 	17.6597 	B 	18.585 	8.4517 	C 	
13.1827 	11.0602 	A 	18.9552 	19.3378 	B 	20.0553 	13.8273 	C 	
12.6411 	10.6165 	A 	16.5747 	15.7385 	B 	15.9151 	10.5698 	C 	
15.6933 	10.5133 	A 	15.5654 	16.0348 	B 	20.7749 	7.96467 	C 	
16.9099 	10.9708 	A 	16.6074 	12.4693 	B 	21.1992 	12.6712 	C 	
11.8078 	11.1504 	A 	15.2144 	17.954 	B 	22.7114 	12.4894 	C 	
10.8987 	8.95726 	A 	20.0006 	20.8753 	B 	20.9573 	16.9397 	C 	
17.1856 	11.6091 	A 	17.7975 	15.7586 	B 	15.2985 	18.7587 	C 	
14.0111 	11.3264 	A 	21.5251 	20.0684 	B 	15.9475 	8.95819 	C 	
15.977 	7.66487 	A 	16.8054 	15.6674 	B 	22.9305 	11.7801 	C 	
15.7737 	12.0977 	A 	18.1906 	16.1338 	B 	23.9288 	14.2228 	C 	
18.6552 	9.66554 	A 	14.6481 	20.6442 	B 	19.098 	11.6651 	C 	
19.4381 	10.7063 	A 	12.4493 	12.5984 	B 	19.4553 	12.084 	C 	
13.1422 	8.29277 	A 	17.2413 	9.14223 	B 	17.3455 	12.2578 	C 	
14.9813 	9.71354 	A 	22.2026 	14.1014 	B 	12.0568 	8.90897 	C 	
14.264 	8.87351 	A 	19.1465 	14.9931 	B 	20.6838 	7.68638 	C 	
15.4443 	12.6706 	A 	13.3029 	20.012 	B 	18.5055 	10.0772 	C 	
16.9778 	13.655 	A 	13.4746 	18.7371 	B 	20.2431 	9.87814 	C 	
14.1345 	7.50733 	A 	16.5735 	17.0255 	B 	19.6351 	9.1251 	C 	
16.5888 	9.09046 	A 	16.5753 	14.574 	B 	23.6695 	11.6981 	C 	
11.9974 	11.421 	A 	15.157 	13.17 	B 	19.9892 	13.8328 	C 	
12.9977 	9.44774 	A 	15.901 	20.2407 	B 	23.7878 	14.7125 	C 	
13.6401 	9.13144 	A 	18.4587 	17.7798 	B 	21.5905 	8.66912 	C 	
15.9016 	10.3595 	A 	10.6893 	17.0642 	B 	18.3889 	9.09737 	C 	
16.3506 	9.60791 	A 	20.3443 	17.4011 	B 	17.0785 	11.8252 	C 	
13.9499 	10.1401 	A 	18.5026 	18.6449 	B 	21.4204 	10.378 	C 	
15.1034 	7.82647 	A 	18.1193 	14.1006 	B 	21.0199 	13.9973 	C 	
12.7929 	7.72756 	A 	12.6192 	13.4845 	B 	18.354 	11.688 	C 	
14.8667 	9.6598 	A 	20.8288 	13.1771 	B 	23.0766 	9.06506 	C 	
14.0521 	6.94682 	A 	14.7557 	16.5861 	B 	21.2486 	14.8325 	C 	
15.8242 	11.5708 	A 	21.1816 	18.3396 	B 	21.0602 	13.0367 	C 	
13.9602 	10.6511 	A 	17.515 	18.8075 	B 	17.2077 	15.5131 	C 	
16.1024 	7.50339 	A 	13.6261 	14.2724 	B 	19.2415 	14.7393 	C 	
16.3516 	11.4267 	A 	13.917 	19.4208 	B 	17.1159 	10.3689 	C 	
15.6368 	12.3888 	A 	21.2206 	15.4035 	B 	24.2723 	12.9891 	C 	
15.4571 	13.9413 	A 	17.003 	24.4163 	B 	20.1542 	12.7791 	C 	
12.5256 	11.2504 	A 	14.7012 	14.2981 	B 	16.7251 	13.3065 	C 	
13.3816 	12.5039 	A 	22.3985 	18.8389 	B 	21.1809 	7.53679 	C 	
15.9882 	10.0616 	A 	20.3561 	17.2321 	B 	21.2764 	10.0691 	C 	
15.8927 	11.165 	A 	17.0646 	19.0249 	B 	23.4299 	12.9406 	C 	
12.2485 	8.64654 	A 	14.8861 	23.3018 	B 	22.9523 	12.93 	C 	
19.9883 	4.34722 	A 	19.5919 	20.1391 	B 	19.0473 	13.1829 	C 	
13.4742 	9.07981 	A 	21.2582 	16.8079 	B 	22.2068 	8.58656 	C 	
13.3154 	8.42148 	A 	17.6688 	16.1241 	B 	18.1963 	15.2196 	C 	
19.1297 	8.08788 	A 	18.6367 	21.745 	B 	19.3013 	16.8227 	C 	
15.307 	9.7857 	A 	16.8133 	18.8889 	B 	23.7262 	13.807 	C 	
15.8218 	9.10402 	A 	16.4295 	11.2201 	B 	20.1005 	7.4419 	C 	
13.3617 	9.24548 	A 	20.7709 	17.7515 	B 	19.6954 	11.5118 	C 	
15.9906 	9.44686 	A 	22.7516 	19.0796 	B 	15.7743 	10.2853 	C 	
15.3798 	8.59135 	A 	15.8901 	17.4867 	B 	17.3523 	7.69154 	C 	
14.3039 	9.30215 	A 	17.975 	23.291 	B 	23.2152 	12.4189 	C 	
14.4543 	8.7359 	A 	16.7773 	16.8467 	B 	20.8669 	8.77866 	C 	
12.5563 	11.9302 	A 	19.4757 	18.9122 	B 	17.6046 	9.03326 	C 	
17.2291 	9.4984 	A 	17.8501 	23.5383 	B 	18.8999 	10.7265 	C 	
12.477 	7.00718 	A 	17.4178 	15.0786 	B 	17.0262 	9.4165 	C 	
14.6474 	5.8538 	A 	18.0302 	15.6819 	B 	18.2386 	12.3132 	C 	
16.5076 	11.6899 	A 	16.3614 	16.5475 	B 	22.6079 	12.9631 	C 	
13.9802 	11.0175 	A 	22.493 	17.2797 	B 	19.4206 	12.2925 	C 	
17.3166 	9.98464 	A 	14.8553 	17.2706 	B 	21.2883 	9.51983 	C 	
16.7908 	10.6676 	A 	14.3079 	14.4579 	B 	20.7384 	13.8212 	C 	
12.6853 	9.37098 	A 	16.8658 	20.0963 	B 	24.8761 	11.8768 	C 	
12.0418 	9.4969 	A 	17.5756 	14.057 	B 	20.4656 	11.2688 	C 	
16.9058 	8.4636 	A 	13.0626 	11.5759 	B 	17.3435 	13.9905 	C 	
10.4755 	10.6278 	A 	22.0448 	26.6807 	B 	20.3661 	7.85638 	C 	
15.0295 	11.065 	A 	20.9573 	15.6775 	B 	16.6499 	14.6038 	C 	
14.5201 	9.05496 	A 	19.2361 	19.5573 	B 	17.7667 	8.63361 	C 	
13.9595 	12.9553 	A 	20.7197 	22.2678 	B 	25.8497 	13.0489 	C 	
17.1063 	12.1786 	A 	20.985 	10.5553 	B 	19.6048 	11.7982 	C 	
17.3802 	8.6639 	A 	18.9215 	19.4855 	B 	22.1111 	11.2867 	C 	
14.352 	9.8595 	A 	13.5894 	19.4335 	B 	19.3238 	14.5206 	C 	
14.2749 	11.0216 	A 	14.8713 	19.3178 	B 	16.8117 	11.7897 	C 	
14.2351 	8.37082 	A 	17.0411 	20.0824 	B 	23.8557 	14.1931 	C 	
16.3262 	8.76899 	A 	20.4645 	18.0028 	B 	20.5329 	6.89257 	C 	
15.557 	11.4177 	A 	18.2633 	18.4542 	B 	21.7795 	13.422 	C 	
14.6528 	8.38519 	A 	19.7585 	19.4541 	B 	16.2778 	12.3208 	C 	
12.7701 	12.472 	A 	17.5891 	13.5161 	B 	22.1023 	13.7453 	C 	
17.3756 	9.60421 	A 	17.684 	15.754 	B 	19.4464 	10.951 	C 	
15.2836 	10.0034 	A 	18.9391 	17.2083 	B 	16.7399 	13.2783 	C 	
13.9946 	11.2818 	A 	19.1012 	12.5973 	B 	22.7745 	14.7834 	C 	
16.955 	11.4673 	A 	16.6176 	13.8027 	B 	23.0315 	9.77528 	C 	
15.7281 	9.7019 	A 	25.5609 	15.1939 	B 	18.6004 	16.2533 	C 	
14.3273 	9.90265 	A 	17.8062 	20.1105 	B 	19.3815 	11.3817 	C 	
15.3096 	9.13089 	A 	22.358 	17.3829 	B 	19.7204 	14.9039 	C 	
13.0218 	7.34415 	A 	17.0612 	16.6331 	B 	17.8004 	9.42881 	C 	
14.1813 	6.11143 	A 	19.0209 	16.0986 	B 	25.2661 	16.1172 	C 	
16.0087 	5.8482 	A 	22.1655 	20.9149 	B 	21.4384 	14.5286 	C 	
14.0112 	10.5652 	A 	20.752 	16.3782 	B 	25.8314 	13.3664 	C 	
16.0576 	11.1109 	A 	11.1506 	13.1377 	B 	15.7726 	10.6863 	C 	
13.2704 	9.92462 	A 	24.1646 	15.8861 	B 	20.5822 	12.6425 	C 	
16.0062 	13.7889 	A 	16.6031 	14.7979 	B 	21.154 	13.9861 	C 	
13.9671 	9.5652 	A 	17.8123 	19.6044 	B 	16.2284 	13.6194 	C 	
14.0744 	10.5844 	A 	21.2648 	16.0254 	B 	19.845 	12.7417 	C 	
15.5296 	9.73683 	A 	20.7677 	16.5592 	B 	20.3559 	6.91967 	C 	
17.4243 	12.6602 	A 	14.0575 	15.3767 	B 	18.3674 	9.23123 	C 	
